"PlayID","Date","CustomerID","Experience","Pokestops","Gyms","Raids","Social","Pokemons","Distance","Duration"
1836,2018-05-11,2091,3842,12,7,1,0,9,3.91853382261521,27.3133209954172
1837,2018-05-11,1092,3805,19,5,0,1,20,6.5540896726647,59.1792771716294
1838,2018-05-11,3956,4250,18,12,0,1,13,0.99517540141503,15.8217373622201
1839,2018-05-11,3352,4667,17,11,0,0,20,6.17034413662105,68.7369343228719
1840,2018-05-11,4929,2711,18,4,0,0,13,3.61206391480892,43.1487447786056
1841,2018-05-11,3226,5207,16,14,0,0,29,1.56739138008288,31.9705204045854
1842,2018-05-11,3938,6532,18,19,0,1,31,0.816048405028627,37.5485238105214
1843,2018-05-11,2802,3614,11,2,1,0,27,3.13548923920776,114.957162363379
1844,2018-05-11,2108,4321,16,9,0,1,29,0.712949519777571,15.2078648406724
1845,2018-05-11,2077,6570,14,18,0,1,23,9.20066142037048,88.710633735067
1846,2018-05-11,1504,5325,13,6,1,8,16,0.746705679000816,168.400436459191
1847,2018-05-11,2700,3563,13,6,1,1,6,2.12959846729409,117.098136580719
1848,2018-05-12,400,3642,17,8,0,0,22,0.91763480633423,28.7123233722399
1849,2018-05-12,4141,6243,15,11,2,2,7,5.43275062316973,43.5792488828416
1850,2018-05-12,2648,3440,17,3,0,0,35,2.39619863953477,20.3585481083285
1851,2018-05-12,642,6211,10,7,1,15,5,0.605926933582638,80.2846504171302
1852,2018-05-12,2062,2653,11,2,1,0,11,1.52846101258733,94.0191687210077
1853,2018-05-12,4564,3872,12,10,0,1,20,0.723056283950195,128.477470418832
1854,2018-05-12,2445,5154,16,10,0,2,20,9.54349477501411,56.803132360676
1855,2018-05-12,3120,2665,15,5,0,1,6,4.15125238672749,34.4048549695606
1856,2018-05-12,1000,4505,12,4,2,2,13,0.546499887662597,89.3351102054467
1857,2018-05-12,4469,5807,12,9,2,3,12,2.06689843959387,111.200643856492
1858,2018-05-12,1607,3842,11,9,0,2,18,1.91960049697518,75.743731248086
1859,2018-05-12,1182,5734,23,16,0,0,23,2.34386942900872,25.5311369948806
1860,2018-05-12,2483,4270,18,8,0,0,33,1.20261813401721,24.9223884782694
1861,2018-05-12,3220,4597,13,11,1,1,9,0.969140104362637,38.369851827137
1862,2018-05-12,3956,4178,22,6,0,1,31,1.27862298936266,18.1819828246978
1863,2018-05-12,3135,5952,12,13,1,3,15,4.02241150612315,120.084533933284
1864,2018-05-12,1950,6912,21,10,2,0,34,1.62103088692426,18.1566151838943
1865,2018-05-12,2009,3047,15,6,0,0,18,1.96926185864506,25.5349633101073
1866,2018-05-12,1674,5130,23,8,0,0,46,0.803544404696918,40.4412432991285
1867,2018-05-12,1276,4066,20,6,0,0,14,11.6580321335255,109.929172644143
1868,2018-05-12,4645,3163,11,8,0,1,14,1.12894693782133,126.639050641561
1869,2018-05-12,3506,3881,11,4,1,4,12,1.31113673108132,168.79614689728
1870,2018-05-12,2870,4477,19,7,0,1,27,5.76767937718085,60.0833940856469
1871,2018-05-12,75,4688,20,9,0,0,36,0.878958876916096,28.5910728222158
1872,2018-05-12,831,3183,11,6,0,4,11,0.830627164453071,111.690514554659
1873,2018-05-12,963,4839,19,12,0,0,15,7.38534752570363,50.6122673718715
1874,2018-05-12,1935,5877,12,11,2,1,13,2.26575324373812,174.098726156189
1875,2018-05-12,548,5957,12,5,3,4,10,0.573952550223628,87.4002088549768
1876,2018-05-12,1770,12741,11,11,9,0,18,0.908178034664162,143.816428121773
1877,2018-05-12,3743,3840,16,7,0,0,11,10.9046227573863,42.2277172194426
1878,2018-05-12,4526,5067,18,10,0,0,32,5.67280216372482,44.7881178961695
1879,2018-05-12,3110,4605,20,9,0,1,20,6.05252323269263,57.0843301255893
1880,2018-05-12,4889,3805,22,7,0,0,16,5.05326665755272,34.4993732992043
1881,2018-05-12,3825,3047,14,2,1,0,13,2.97101683944628,24.0340613639884
1882,2018-05-12,79,6808,12,7,3,7,6,1.08291956086864,86.6979697150658
1883,2018-05-12,3371,6029,13,7,3,1,12,1.79012398406868,89.3285793371697
1884,2018-05-12,3929,4864,20,6,1,1,28,0.641024010257509,20.7202844180737
1885,2018-05-12,2172,4073,21,5,0,0,37,1.72853554705166,24.8342055286739
1886,2018-05-12,4231,3025,16,2,0,1,19,6.7512414934015,65.9068494376992
1887,2018-05-12,1286,4452,20,8,0,0,16,10.5200970574183,90.4802703392681
1888,2018-05-12,3684,3856,12,4,2,0,6,1.55635101151829,151.049547944283
1889,2018-05-12,2899,5322,11,3,3,4,5,1.21944351402194,105.329024953363
1890,2018-05-12,551,5871,15,6,2,4,14,4.21207689688931,23.9651193940734
1891,2018-05-12,4497,5068,21,13,0,1,23,0.681290314374214,37.042758001584
1892,2018-05-12,593,4482,11,6,1,4,14,2.31542678206327,71.0779992803225
1893,2018-05-12,1059,4013,21,6,0,0,21,7.12804320822182,46.3145477899444
1894,2018-05-12,1528,4334,20,11,0,0,20,1.33574523696978,27.91747659681
1895,2018-05-12,2439,4518,17,9,0,0,32,2.68048087729483,25.676146597304
1896,2018-05-12,1719,9798,11,6,6,6,12,2.48454804816739,80.1784933978235
1897,2018-05-12,1045,4312,14,8,1,0,14,3.12416386534863,106.629770624885
1898,2018-05-12,3474,1805,12,3,0,0,7,2.5459176083527,27.4701240339299
1899,2018-05-12,61,3590,17,5,0,0,20,7.39732503995408,66.5136158897893
1900,2018-05-12,2379,3455,17,7,0,0,10,7.05242621736364,96.8220584824129
1901,2018-05-12,2833,5200,19,13,0,0,17,8.00166056151826,61.480245792009
1902,2018-05-12,218,4550,16,5,1,0,18,8.50331703906394,66.4932037424978
1903,2018-05-12,4188,3273,13,4,0,1,29,1.73081399001838,144.927032949237
1904,2018-05-12,2750,7298,12,15,1,8,19,1.48191287688499,144.035053488931
1905,2018-05-12,4223,3465,20,6,0,0,16,4.64749073951209,40.9367635979177
1906,2018-05-12,1194,4418,15,2,2,1,15,3.18006050726596,31.1604332013061
1907,2018-05-12,1322,4938,21,7,0,0,42,3.88092338738494,52.5640144968002
1908,2018-05-12,4774,4294,11,8,1,1,16,1.43636563314851,110.830776965756
1909,2018-05-12,1290,4613,16,11,0,0,28,2.12909983139856,31.9140834003457
1910,2018-05-12,118,4748,20,7,0,2,19,9.98243751935746,90.2260063734754
1911,2018-05-12,3318,3848,18,9,0,0,14,4.48076691929004,71.0285147082161
1912,2018-05-12,2486,3601,19,7,0,0,14,5.51354791752082,34.7586064410724
1913,2018-05-12,2606,5868,16,13,0,0,18,15.6783307758714,40.2096073528914
1914,2018-05-12,1291,5339,19,13,0,0,27,4.39151662419653,21.9023296708973
1915,2018-05-12,559,5840,17,6,2,2,23,2.40081963007965,25.4822213906394
1916,2018-05-12,1802,4774,16,11,0,1,15,8.23528229877394,94.0259734264616
1917,2018-05-12,4444,3295,14,9,0,1,10,0.950269945982941,63.0739405298293
1918,2018-05-12,101,3936,17,3,0,0,46,1.86395971509028,16.2388396131499
1919,2018-05-12,2725,4731,15,10,0,1,33,1.3060991497954,20.6445272813495
1920,2018-05-12,364,3847,19,7,0,0,26,1.96679433516652,17.3225961549937
1921,2018-05-12,2373,4568,14,7,1,3,15,1.18395760749084,100.52924431345
1922,2018-05-12,2337,2795,11,8,0,0,11,0.951458717591984,87.6066201032833
1923,2018-05-12,3259,4932,10,6,2,1,16,2.32275039905842,84.1653114276108
1924,2018-05-12,3122,5539,9,4,1,13,12,0.886170671091856,124.977422605919
1925,2018-05-12,75,4384,16,13,0,1,13,1.33584617427685,24.5469179758952
1926,2018-05-12,4294,4805,12,8,1,5,7,2.55013221427698,82.5065810098155
1927,2018-05-12,775,3549,9,8,0,2,18,1.99099312869133,114.848636903025
1928,2018-05-12,1361,5715,19,17,0,0,19,4.14803061838911,83.7797462915393
1929,2018-05-12,3074,4675,12,9,1,0,17,4.24781929462288,33.4552147422359
1930,2018-05-12,2913,5580,18,9,0,0,56,0.804319991265171,45.9164608039511
1931,2018-05-12,4289,3040,15,6,0,0,19,1.39913205062475,21.9312590193056
1932,2018-05-12,3411,4682,17,9,0,3,9,9.81780373059013,39.9617470801407
1933,2018-05-12,3148,3989,20,9,0,0,13,5.38787657350973,50.6149349560296
1934,2018-05-12,3480,4615,17,7,0,0,45,1.14880230402351,35.9677778505571
1935,2018-05-12,1144,5385,19,8,1,0,19,8.8454367758075,30.5011154036394
1936,2018-05-12,2725,6010,13,21,0,0,18,2.59723313810334,24.2761120449577
1937,2018-05-12,2224,5117,14,13,0,0,35,0.667108313675449,27.5667967492893
1938,2018-05-12,2981,3948,14,8,0,2,9,7.97650181690166,53.4837943437025
1939,2018-05-12,1249,6524,11,3,4,3,7,4.23699198230765,159.254847227133
1940,2018-05-12,643,5471,17,6,2,0,15,6.7066383886851,25.3602254850204
1941,2018-05-12,1879,7201,17,23,0,1,26,2.50981655235588,15.1326929019776
1942,2018-05-12,3677,4795,13,8,1,4,12,1.45221023030365,137.47598392796
1943,2018-05-12,4189,4189,10,4,1,3,23,1.3918055124515,160.242835683924
1944,2018-05-12,3292,3123,17,5,0,0,23,1.22519603521492,15.9950999684132
1945,2018-05-12,3055,3765,11,8,1,0,7,2.65222970109556,146.615693927568
1946,2018-05-12,3632,3357,14,7,0,3,10,1.57496921125821,139.884712680258
1947,2018-05-12,2212,3846,18,4,1,2,11,1.96312568856881,25.4997548703067
1948,2018-05-12,2874,3841,13,7,1,0,12,1.90600892889457,39.5412669463427
1949,2018-05-12,2964,3330,11,8,0,1,14,2.8028190209987,31.1607113875311
1950,2018-05-12,1375,7371,13,11,1,12,17,2.71082788275845,115.503488344388
1951,2018-05-12,1433,4529,19,9,0,2,18,4.78700454203343,91.3900082325997
1952,2018-05-12,4866,5033,17,12,0,1,26,2.83390423980793,19.6493591467118
1953,2018-05-12,4068,4883,18,7,0,1,42,2.82961099856436,34.2186646156194
1954,2018-05-12,1101,7813,14,6,4,4,15,3.62704818109395,97.0472226840964
1955,2018-05-12,3632,4179,11,6,1,3,15,0.791088418005591,94.3515834487131
1956,2018-05-12,2731,3944,14,4,1,0,19,4.93903933443912,31.4244260936841
1957,2018-05-12,4657,6866,17,9,2,7,11,2.65888738728199,152.804494340092
1958,2018-05-12,1840,4419,19,12,0,0,19,1.18899591986134,19.2345652702672
1959,2018-05-12,1614,3735,19,9,0,0,16,1.84884060740143,27.3152399709178
1960,2018-05-12,4360,4748,10,7,1,7,5,1.98292121348467,179.670855760814
1961,2018-05-12,1144,2513,20,1,0,1,14,4.12518546429059,36.7780915605849
1962,2018-05-12,4525,3470,15,7,0,0,24,1.20034246979486,28.7490058179844
1963,2018-05-12,3241,3308,16,2,0,4,21,2.57957099546755,55.5408481996632
1964,2018-05-12,4927,5210,18,6,0,2,51,1.60447034838318,15.4612466102051
1965,2018-05-12,3606,4342,19,2,2,0,15,2.41925275129508,25.5883101795321
1966,2018-05-12,3407,5465,14,15,0,0,18,8.64758958140954,66.7441162200415
1967,2018-05-12,2807,2154,13,3,0,0,13,2.54417325824484,38.2502480237974
1968,2018-05-12,4874,5520,15,9,0,3,43,2.20006717853294,15.5489927694258
1969,2018-05-12,4681,5017,14,6,2,0,15,3.67110898093009,55.9752468162365
1970,2018-05-12,3971,3647,14,10,0,1,12,1.47296910016691,60.7938264617414
1971,2018-05-12,764,3625,14,4,1,2,13,0.750470185628381,110.886823060343
1972,2018-05-12,34,3791,19,8,0,0,23,0.911037564769296,41.5679571717334
1973,2018-05-12,4473,4358,17,9,0,0,32,1.07508890141099,24.2277014440672
1974,2018-05-12,2434,6930,21,20,0,0,36,0.797398157933836,23.8763795118998
1975,2018-05-12,4884,2842,12,7,0,1,11,0.916160620339563,53.2227231055166
1976,2018-05-12,4130,4826,18,8,0,0,33,6.75521526159677,61.5526786999602
1977,2018-05-12,4948,5328,23,9,0,0,16,15.7775948558684,71.5024700628351
1978,2018-05-12,4839,3715,15,5,0,1,33,1.14723517539246,25.0385268048778
1979,2018-05-12,4032,3225,17,4,0,1,26,0.751020237551682,47.4165519691236
1980,2018-05-12,1865,3883,17,8,0,0,25,1.82959889396391,22.6800317779228
1981,2018-05-12,3303,3767,10,3,2,0,11,1.1703848679358,62.3018986216425
1982,2018-05-12,4192,4402,18,6,1,0,16,5.01566692883269,62.5369682984588
1983,2018-05-12,1827,6765,13,7,4,1,8,1.14996219170393,166.895044735145
1984,2018-05-12,4500,3716,12,10,0,2,10,2.15999920300352,44.4822357989393
1985,2018-05-12,1431,3805,16,4,1,0,20,2.04919433606848,42.2024945558649
1986,2018-05-12,4083,2821,17,3,0,0,24,1.71260284040791,16.6307548246249
1987,2018-05-12,4017,6115,13,4,4,0,10,1.65220637562769,165.856283817348
1988,2018-05-12,1401,3476,12,8,0,3,10,1.75942041993077,104.961165944011
1989,2018-05-12,1919,4658,19,6,1,0,29,0.581586250279934,25.1686483768025
1990,2018-05-12,1708,3239,15,6,0,0,18,3.89228743404211,24.8303797533327
1991,2018-05-12,2069,3224,13,9,0,1,10,0.737873154814542,76.295766859702
1992,2018-05-12,1941,3200,12,6,0,2,17,1.49687861753095,113.042855924254
1993,2018-05-12,2740,3835,17,6,0,0,29,3.35224779080458,21.2903306029819
1994,2018-05-12,4437,3569,12,5,1,1,13,1.19216560871546,116.830054127126
1995,2018-05-12,1944,3522,15,5,0,1,28,1.71587736158305,19.4708592663098
1996,2018-05-12,4544,4756,18,11,0,0,16,8.56355090179959,81.2731762469352
1997,2018-05-12,1070,2575,11,5,0,2,11,0.751013751327606,79.9601746685023
1998,2018-05-12,2010,5086,14,12,0,1,33,1.36280784169341,25.3393879722956
1999,2018-05-12,2297,4675,16,12,0,0,27,1.24595304206426,39.3949177786758
2000,2018-05-12,4606,2601,11,3,0,1,21,2.00675953662164,163.432771693805
2001,2018-05-12,746,4006,15,4,1,2,12,4.56023930549812,22.331174184239
2002,2018-05-12,2480,4168,17,9,0,1,21,2.67541094158643,82.090559288939
2003,2018-05-12,477,3556,12,6,0,0,19,8.06069586680208,31.0800873433139
2004,2018-05-12,3283,4753,23,8,0,0,38,1.0284816553797,33.198053789106
2005,2018-05-12,1024,5728,13,5,3,2,10,1.78343725236805,96.8098754225189
2006,2018-05-12,3131,3993,13,7,1,1,11,1.93098347816488,19.6994518282035
2007,2018-05-12,3506,5391,15,13,1,2,11,0.907580744824664,126.79541694721
2008,2018-05-12,2913,3751,16,3,0,0,44,1.5145446676515,33.4130139397863
2009,2018-05-13,2255,4690,14,7,1,1,22,2.90151236086593,145.23334402768
2010,2018-05-13,1248,7363,13,6,3,9,13,0.626121971973053,84.1078349518449
2011,2018-05-13,1850,8549,13,6,6,1,7,1.48996863761096,63.707288935737
2012,2018-05-13,2951,3959,18,9,0,0,22,1.58977560131656,18.8596313956101
2013,2018-05-13,2055,3264,19,6,0,0,12,5.13713508309691,59.9519852644188
2014,2018-05-13,780,4584,19,8,1,1,8,4.33895594521308,71.8266214467866
2015,2018-05-13,1590,3524,18,6,0,0,20,4.24156045847471,90.3922886517428
2016,2018-05-13,487,5960,16,4,3,0,20,3.5989957299752,28.7177368911527
2017,2018-05-13,1978,4612,22,8,0,0,36,1.12118809702861,26.9798801519903
2018,2018-05-13,2174,6173,12,9,2,2,23,2.23429580904186,196.342406014162
2019,2018-05-13,546,5169,16,9,0,0,46,2.68630960479669,37.9022720022739
2020,2018-05-13,2921,3223,19,4,0,1,23,1.23037116748286,28.6911438663978
2021,2018-05-13,790,4786,22,6,0,0,46,1.86402102602213,19.3093682745598
2022,2018-05-13,273,3710,19,7,0,0,13,7.10129905949065,66.738609110713
2023,2018-05-13,838,6035,16,5,3,0,18,3.35123515795922,47.3284203411649
2024,2018-05-13,2787,4033,16,8,0,1,18,5.32988471667887,104.593720870374
2025,2018-05-13,3478,2947,15,6,0,0,16,1.97054508051436,21.0333785130367
2026,2018-05-13,2030,3656,15,5,1,0,10,4.06297208601862,45.5855457034312
2027,2018-05-13,561,3650,15,5,0,0,17,10.5019778949429,60.4436346784171
2028,2018-05-13,1486,3445,18,4,0,0,30,2.44913125074555,20.9889884457285
2029,2018-05-13,2147,5200,17,12,0,0,24,7.50085994348858,46.5550026676366
2030,2018-05-13,843,3518,14,7,0,1,20,2.17961013557366,21.6102762058721
2031,2018-05-13,4894,3890,25,10,0,0,9,1.90121246023013,22.4980430853245
2032,2018-05-13,1865,4906,21,6,0,1,44,2.55964140416752,12.4970001296911
2033,2018-05-13,2632,5333,17,6,2,1,16,2.82686668678343,31.7210407841359
2034,2018-05-13,1242,5302,15,15,0,0,25,3.0190163294473,73.520819734216
2035,2018-05-13,4234,4102,12,9,0,4,15,1.51980836449703,100.011302862997
2036,2018-05-13,4689,3031,15,4,0,0,17,6.30789525990749,46.3216573335255
2037,2018-05-13,3327,3900,16,9,0,0,22,2.00180079288909,30.177337818462
2038,2018-05-13,1633,2768,13,3,1,1,4,1.1795218686894,103.174099954389
2039,2018-05-13,3704,1815,11,5,0,0,4,0.649588905742397,107.288744580454
2040,2018-05-13,310,4352,17,6,1,0,10,8.0240381765039,58.2585787781136
2041,2018-05-13,3377,6590,18,14,1,0,35,1.40068225068567,40.7360815857734
2042,2018-05-13,1438,3093,13,4,0,4,14,1.4340721804255,104.138543961888
2043,2018-05-13,4345,4043,12,9,1,1,7,0.933325213921852,125.578981947691
2044,2018-05-13,1780,5737,18,8,0,0,59,2.87133123932716,22.8012871336425
2045,2018-05-13,648,1550,14,1,0,0,9,1.99993951251833,28.1775701672001
2046,2018-05-13,1360,4560,15,9,1,0,17,1.60076982265018,39.9309610490435
2047,2018-05-13,570,7630,15,6,4,4,16,0.799155682513749,119.637290846175
2048,2018-05-13,1007,4411,15,8,1,2,9,2.11261396910956,115.189096536799
2049,2018-05-13,4100,4169,17,9,0,0,28,1.18780586745824,47.7865775122019
2050,2018-05-13,1148,3244,13,7,0,0,17,3.43921791539745,32.8778039065997
2051,2018-05-13,621,4767,21,13,0,0,20,1.17304798057764,24.9085858250125
2052,2018-05-13,2685,3843,13,7,1,0,13,1.43126986937392,104.116268489117
2053,2018-05-13,1407,7195,13,6,4,4,7,1.95426953832511,111.210459758051
2054,2018-05-13,2655,1941,12,3,0,0,12,1.40719244250649,130.882363733115
2055,2018-05-13,3779,4647,11,10,1,2,12,0.967907770503022,118.914857222134
2056,2018-05-13,1103,7424,13,11,3,3,18,0.744124732740662,180.317465490176
2057,2018-05-13,3315,3445,24,3,0,0,12,10.4546942350041,56.9651272673507
2058,2018-05-13,2930,5182,17,11,1,0,17,2.82325631964436,57.0352085449211
2059,2018-05-13,458,4107,15,10,0,2,11,4.06665422068866,32.7872296564419
2060,2018-05-13,3098,3987,20,8,0,1,12,5.8662906918221,62.0168336614911
2061,2018-05-13,3233,3731,13,6,1,1,12,0.806454749870502,175.066960632491
2062,2018-05-13,1869,5170,17,12,0,1,27,3.70154759009472,75.4243018987453
2063,2018-05-13,1255,3006,11,9,0,0,10,1.56083998220782,162.998225154932
2064,2018-05-13,1584,3887,20,4,0,2,12,10.8736813831895,68.5356020785758
2065,2018-05-13,4486,4550,22,4,0,1,16,16.4975509045412,67.2172416487768
2066,2018-05-13,1973,3968,17,9,0,0,20,3.18287394168264,18.9443898672635
2067,2018-05-13,4386,3434,18,8,0,0,17,0.836576991452767,24.2348321629603
2068,2018-05-13,1442,2496,11,6,0,0,13,0.961520890265818,83.1902651442696
2069,2018-05-13,4831,5482,13,5,3,2,7,0.81789788702168,165.585559470564
2070,2018-05-13,888,3863,16,8,0,0,26,1.63352594235987,19.9545434243894
2071,2018-05-13,4650,6410,11,5,4,1,11,1.09704424765432,100.654086413185
2072,2018-05-13,101,4432,26,12,0,0,13,0.818886872203637,25.1590668070314
2073,2018-05-13,4737,4140,20,4,0,0,31,7.90082639662157,54.0630004753847
2074,2018-05-13,142,5401,14,9,1,0,17,10.5131507795013,21.3563842918155
2075,2018-05-13,1207,4253,12,8,0,7,10,1.52709767268357,60.3096775540965
2076,2018-05-13,394,5824,12,9,1,7,17,1.74196496665287,76.2754760506527
2077,2018-05-13,4194,3899,18,6,0,0,17,9.49450808539954,40.5006398001614
2078,2018-05-13,4375,4033,12,4,2,0,10,1.33079040868649,85.2665818253342
2079,2018-05-13,473,1940,13,2,0,1,11,1.39539244641219,85.2462164923601
2080,2018-05-13,4976,4028,15,5,0,0,39,3.27779995453594,23.0027872944054
2081,2018-05-13,4167,6227,15,22,0,0,15,3.27369215316917,76.567496235489
2082,2018-05-13,2224,5383,19,10,1,0,26,1.32556719683115,35.2139365280458
2083,2018-05-13,3614,4696,18,4,2,0,15,2.45805831713106,37.3652969496596
2084,2018-05-13,3631,3327,11,7,0,3,12,1.77368042115701,74.3381597994221
2085,2018-05-13,1398,3894,16,6,1,1,10,1.93569978308596,177.115610078146
2086,2018-05-13,3411,6265,22,15,0,1,32,3.65489404170878,49.1717600538662
2087,2018-05-13,875,5414,17,12,0,0,13,15.137094533883,92.8396625160588
2088,2018-05-13,686,3586,17,6,0,0,27,1.85863475328365,16.7741324808889
2089,2018-05-13,2817,6800,19,5,3,1,22,5.49812295961403,23.7934633093181
2090,2018-05-13,2899,6065,10,9,2,3,19,2.14533586905813,120.643766970516
2091,2018-05-13,1662,5251,9,5,3,1,10,1.00601511928106,120.132999725978
2092,2018-05-13,4179,3201,17,3,0,4,14,2.51460603613132,41.2667121651603
2093,2018-05-13,1611,6215,22,19,0,1,21,0.648128477043164,24.9094667074201
2094,2018-05-13,911,5297,12,9,2,1,12,0.97197556995906,207.545186703644
2095,2018-05-13,4759,4457,12,7,1,1,17,4.06831404514878,36.7386991715377
2096,2018-05-13,2013,3610,21,3,0,0,27,6.10086279292256,65.9854723933864
2097,2018-05-13,790,3325,17,7,0,1,14,1.74880514454724,24.951706374043
2098,2018-05-13,2922,4417,18,11,0,1,11,5.67108679648083,56.5889467245808
2099,2018-05-13,4749,5766,13,5,2,7,11,1.65824399442348,85.2161371035038
2100,2018-05-13,57,2569,19,3,0,0,19,0.691452989637282,43.066578136442
2101,2018-05-13,4678,3767,14,5,0,0,38,1.66728510814713,25.2921486616953
2102,2018-05-13,3465,3943,19,4,0,1,25,7.4329466031044,70.9984597005373
2103,2018-05-13,3137,2507,9,3,0,3,14,1.5683714293949,62.9243198273854
2104,2018-05-13,971,5564,13,9,1,6,16,1.13895916152713,112.954986976699
2105,2018-05-13,1206,7346,16,4,4,1,16,7.46238731011656,38.1442185766868
2106,2018-05-13,2062,5994,14,6,3,2,12,0.9424440264073,128.309674030854
2107,2018-05-13,4799,5062,19,9,0,1,27,7.62473309232125,83.9069382989304
2108,2018-05-13,257,2702,8,5,0,1,17,2.52362521319561,64.917234284953
2109,2018-05-13,4911,5024,23,9,0,1,22,7.73920068163206,59.6781246699413
2110,2018-05-13,1735,5520,12,4,3,2,11,1.6975381860061,96.3788762330628
2111,2018-05-13,1785,4367,19,8,0,0,17,9.67195222050077,34.7101055768118
2112,2018-05-13,1672,4313,13,11,0,2,19,1.13415619125068,81.0870082963182
2113,2018-05-13,893,2979,11,4,1,0,9,1.79296495557557,118.979812620686
2114,2018-05-13,3755,3517,14,6,0,1,23,2.67275667227795,24.4702663812234
2115,2018-05-13,3528,5468,21,17,0,0,12,4.17880568392127,40.5117725694584
2116,2018-05-13,4541,4996,21,13,0,2,15,1.96288652796225,45.8849336106311
2117,2018-05-13,2883,3716,15,6,0,0,30,2.65563254492436,20.5297285102113
2118,2018-05-13,4094,3576,14,8,0,3,10,1.76394450767132,88.3743211311563
2119,2018-05-13,4539,5200,17,8,1,0,15,9.99795020745897,81.3718912797394
2120,2018-05-13,821,8061,13,9,5,1,7,0.614372666461995,143.049433057145
2121,2018-05-13,3049,4561,12,5,2,1,11,2.10521299654009,78.3734652332676
2122,2018-05-13,4247,3859,12,4,1,4,11,1.08565489253523,104.271075495589
2123,2018-05-13,3001,4509,17,11,0,2,14,3.59449214409833,70.8264373674227
2124,2018-05-13,3606,2559,14,4,0,1,10,3.58637115713973,32.7752812810643
2125,2018-05-13,2827,3643,13,9,0,0,19,2.43436401214867,31.6947430330028
2126,2018-05-13,694,2856,22,2,0,0,8,9.5607923669805,57.1774224411457
2127,2018-05-13,2545,5173,21,15,0,0,12,5.22528872726542,66.3533427947281
2128,2018-05-13,1718,4180,21,8,0,0,28,1.29654109597027,19.5761440536211
2129,2018-05-13,2121,4380,20,10,0,0,13,7.29762230176183,46.99311483252
2130,2018-05-13,1981,5096,17,9,1,0,24,2.45858891390311,19.7464553982578
2131,2018-05-13,3934,4550,15,4,2,2,5,3.5038785215385,33.6503886680471
2132,2018-05-13,4191,3868,13,7,1,1,8,2.17723708285639,70.5905204724493
2133,2018-05-13,2490,7061,11,9,3,5,12,1.11458016688109,73.8538594195315
2134,2018-05-13,4561,5410,19,13,0,1,31,1.0955820148307,35.1285412063408
2135,2018-05-13,1983,2876,13,4,0,0,17,5.75974223396875,61.0700912293871
2136,2018-05-13,1585,6915,13,9,3,4,11,1.15006662497934,180.653719237074
2137,2018-05-13,4311,4071,16,5,1,1,9,6.21105220666678,36.551056064813
2138,2018-05-13,724,3600,14,7,0,2,15,3.49934744128634,26.7932148232288
2139,2018-05-13,130,5584,16,5,2,1,21,5.33697942302225,45.5362303342175
2140,2018-05-13,3234,6362,11,5,4,1,11,0.620069553331528,162.153182182418
2141,2018-05-13,3757,4483,12,7,1,1,23,1.33214512422006,23.4077486624758
2142,2018-05-13,1994,4850,22,6,0,0,16,17.4979562625839,89.3894018126473
2143,2018-05-13,3786,5601,16,9,1,1,32,2.00678982369513,23.5061623803778
2144,2018-05-13,541,2790,12,7,0,0,10,2.89525686534694,30.4675428254916
2145,2018-05-13,2686,3367,16,3,0,1,23,6.16810618130372,39.6576366670342
2146,2018-05-13,3310,4714,16,5,2,1,8,3.1415945650901,31.6530704419531
2147,2018-05-13,2038,5267,17,10,0,0,45,1.66743428899205,26.7401943652293
2148,2018-05-13,1955,3628,13,11,0,1,9,1.27975210078713,102.50160492334
2149,2018-05-13,720,4490,19,10,0,0,29,0.903286522161748,18.6915695531161
2150,2018-05-13,3079,3123,17,5,0,0,17,4.22682557917086,22.3427401143497
2151,2018-05-13,4312,5409,14,11,0,8,15,1.58980505568441,155.200005425106
2152,2018-05-13,2621,3697,16,8,0,0,23,1.46616044846379,27.6831964205958
2153,2018-05-13,4377,4794,16,13,0,1,14,4.94158264941259,71.5296797527804
2154,2018-05-13,494,4160,17,10,0,0,13,6.60457767110122,79.4943206550259
2155,2018-05-13,3122,3203,14,4,1,1,8,1.03248465541669,113.320012843378
2156,2018-05-13,4493,3217,26,2,0,0,27,1.67067562982124,29.762136229842
2157,2018-05-13,2119,3782,13,7,0,4,16,1.31779578597835,119.657243195364
2158,2018-05-13,3989,5600,22,12,0,2,16,8.99570375409232,44.5722355691733
2159,2018-05-13,3838,3786,20,7,0,0,17,5.36217365394635,46.5114651887224
2160,2018-05-13,2410,4604,18,5,0,1,47,1.54281269993028,13.6816024990653
2161,2018-05-13,3306,4903,19,11,0,1,28,1.53376684843808,17.0793291911358
2162,2018-05-14,3578,4345,10,8,1,3,10,1.4529673903332,191.009737231642
2163,2018-05-14,2131,5238,11,12,1,2,16,0.878418836787285,163.504932253789
2164,2018-05-14,4787,3676,23,3,0,0,20,9.26391672745012,30.1017771823932
2165,2018-05-14,3340,3154,14,4,0,2,19,3.03570877322255,41.6452939657582
2166,2018-05-14,3290,5674,12,10,2,1,16,0.737339760305959,129.898068234325
2167,2018-05-14,3659,2617,17,3,0,0,6,8.67039722003947,50.3661228593287
2168,2018-05-14,117,3528,12,6,0,6,8,1.27894199003458,124.582115469093
2169,2018-05-14,2598,6330,10,9,3,1,15,0.803003699364271,104.927499669655
2170,2018-05-14,4534,4505,19,11,0,1,21,1.04997118798827,21.7578113863571
